Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,1425.000000,1430.000000,1415.000000,1415.000000,1415.000000,6316800
2020-01-03,1420.000000,1430.000000,1395.000000,1395.000000,1395.000000,9908000
2020-01-06,1400.000000,1400.000000,1380.000000,1395.000000,1395.000000,5426200
2020-01-07,1395.000000,1460.000000,1375.000000,1460.000000,1460.000000,7696000
2020-01-08,1465.000000,1800.000000,1440.000000,1660.000000,1660.000000,8085400
2020-01-09,1660.000000,1715.000000,1640.000000,1710.000000,1710.000000,9852700
2020-01-10,1710.000000,1720.000000,1690.000000,1695.000000,1695.000000,8960500
2020-01-13,1695.000000,1715.000000,1670.000000,1715.000000,1715.000000,9928300
2020-01-14,1720.000000,1730.000000,1705.000000,1730.000000,1730.000000,8404300
2020-01-15,1730.000000,1745.000000,1725.000000,1730.000000,1730.000000,6963400
2020-01-16,1730.000000,1780.000000,1730.000000,1780.000000,1780.000000,6290000
2020-01-17,1780.000000,1805.000000,1770.000000,1795.000000,1795.000000,10089300
2020-01-20,1800.000000,1940.000000,1795.000000,1935.000000,1935.000000,7124100
2020-01-21,1935.000000,1940.000000,1455.000000,1745.000000,1745.000000,9355900
2020-01-22,1745.000000,1795.000000,1720.000000,1720.000000,1720.000000,10601600
2020-01-23,1720.000000,1720.000000,1680.000000,1680.000000,1680.000000,10136400
2020-01-24,1680.000000,1705.000000,1650.000000,1650.000000,1650.000000,8771800
2020-01-27,1650.000000,1650.000000,1615.000000,1630.000000,1630.000000,10422600
2020-01-28,1630.000000,1630.000000,1620.000000,1625.000000,1625.000000,8036200
2020-01-29,1610.000000,1610.000000,1570.000000,1570.000000,1570.000000,8761700
2020-01-30,1570.000000,1595.000000,1570.000000,1580.000000,1580.000000,8926600
2020-01-31,1580.000000,1580.000000,1555.000000,1555.000000,1555.000000,8440900
2020-02-03,1555.000000,1555.000000,1510.000000,1530.000000,1530.000000,13533800
2020-02-04,1525.000000,1525.000000,1515.000000,1515.000000,1515.000000,9402500
2020-02-05,1520.000000,1520.000000,1505.000000,1505.000000,1505.000000,12000000
2020-02-06,1505.000000,1505.000000,1485.000000,1495.000000,1495.000000,3037500
2020-02-07,1495.000000,1495.000000,1485.000000,1490.000000,1490.000000,17700
2020-02-10,1490.000000,1490.000000,1480.000000,1490.000000,1490.000000,2725300
2020-02-11,1485.000000,1490.000000,1475.000000,1490.000000,1490.000000,10341300
2020-02-12,1490.000000,1490.000000,1460.000000,1460.000000,1460.000000,8461600
2020-02-13,1460.000000,1470.000000,1450.000000,1470.000000,1470.000000,8563200
2020-02-14,1470.000000,1470.000000,1460.000000,1470.000000,1470.000000,5597300
2020-02-17,1470.000000,1470.000000,1460.000000,1460.000000,1460.000000,6573000
2020-02-18,1460.000000,1465.000000,1455.000000,1460.000000,1460.000000,6932300
2020-02-19,1460.000000,1465.000000,1460.000000,1460.000000,1460.000000,4234000
2020-02-20,1460.000000,1460.000000,1420.000000,1420.000000,1420.000000,9556200
2020-02-21,1420.000000,1465.000000,1420.000000,1465.000000,1465.000000,39600
2020-02-24,1465.000000,1465.000000,1455.000000,1460.000000,1460.000000,3826200
2020-02-25,1460.000000,1465.000000,1460.000000,1465.000000,1465.000000,3436700
2020-02-26,1470.000000,1470.000000,1450.000000,1455.000000,1455.000000,5161400
2020-02-27,1450.000000,1450.000000,1430.000000,1435.000000,1435.000000,5669000
2020-02-28,1435.000000,1435.000000,1355.000000,1380.000000,1380.000000,3568900
2020-03-02,1380.000000,1380.000000,1340.000000,1340.000000,1340.000000,6034800
2020-03-03,1340.000000,1340.000000,1300.000000,1300.000000,1300.000000,3775800
2020-03-04,1300.000000,1300.000000,1270.000000,1270.000000,1270.000000,7162500
2020-03-05,1275.000000,1320.000000,1230.000000,1230.000000,1230.000000,616600
2020-03-06,1230.000000,1230.000000,1185.000000,1185.000000,1185.000000,6515800
2020-03-09,1185.000000,1185.000000,1125.000000,1145.000000,1145.000000,13278200
2020-03-10,1145.000000,1160.000000,1100.000000,1150.000000,1150.000000,10542000
2020-03-11,1150.000000,1150.000000,1080.000000,1080.000000,1080.000000,7255800
2020-03-12,1080.000000,1080.000000,1010.000000,1025.000000,1025.000000,8978400
2020-03-13,1025.000000,1025.000000,955.000000,955.000000,955.000000,86700
2020-03-16,955.000000,955.000000,955.000000,955.000000,955.000000,0
2020-03-17,935.000000,935.000000,875.000000,875.000000,875.000000,5767300
2020-03-18,875.000000,875.000000,820.000000,820.000000,820.000000,467300
2020-03-19,820.000000,820.000000,765.000000,765.000000,765.000000,627500
2020-03-20,715.000000,715.000000,715.000000,715.000000,715.000000,100
2020-03-23,715.000000,715.000000,715.000000,715.000000,715.000000,0
2020-03-24,665.000000,665.000000,665.000000,665.000000,665.000000,100
2020-03-26,665.000000,665.000000,665.000000,665.000000,665.000000,0
2020-03-27,620.000000,620.000000,620.000000,620.000000,620.000000,5500
2020-03-30,620.000000,620.000000,620.000000,620.000000,620.000000,0
2020-03-31,580.000000,580.000000,580.000000,580.000000,580.000000,7300
2020-04-01,540.000000,540.000000,540.000000,540.000000,540.000000,10100
2020-04-02,505.000000,505.000000,505.000000,505.000000,505.000000,100
2020-04-03,470.000000,470.000000,470.000000,470.000000,470.000000,100
2020-04-06,438.000000,438.000000,438.000000,438.000000,438.000000,12700
2020-04-07,408.000000,408.000000,408.000000,408.000000,408.000000,20800
2020-04-08,390.000000,390.000000,380.000000,380.000000,380.000000,4300
2020-04-09,354.000000,354.000000,354.000000,354.000000,354.000000,15900
2020-04-13,330.000000,330.000000,330.000000,330.000000,330.000000,16900
2020-04-14,308.000000,308.000000,308.000000,308.000000,308.000000,8700
2020-04-15,288.000000,288.000000,288.000000,288.000000,288.000000,72500
2020-04-16,268.000000,268.000000,268.000000,268.000000,268.000000,27900
2020-04-17,250.000000,250.000000,250.000000,250.000000,250.000000,134200
2020-04-20,234.000000,310.000000,234.000000,234.000000,234.000000,967600
2020-04-21,236.000000,236.000000,218.000000,218.000000,218.000000,32400
2020-04-22,218.000000,218.000000,204.000000,204.000000,204.000000,23300
2020-04-23,204.000000,204.000000,190.000000,190.000000,190.000000,69400
2020-04-24,190.000000,248.000000,177.000000,177.000000,177.000000,307500
2020-04-27,177.000000,200.000000,165.000000,165.000000,165.000000,256000
2020-04-28,174.000000,174.000000,154.000000,154.000000,154.000000,204400
2020-04-29,145.000000,150.000000,144.000000,144.000000,144.000000,99700
2020-04-30,144.000000,144.000000,144.000000,144.000000,144.000000,0
2020-05-04,144.000000,144.000000,134.000000,134.000000,134.000000,155800
2020-05-05,134.000000,134.000000,125.000000,125.000000,125.000000,561500
2020-05-06,117.000000,117.000000,117.000000,117.000000,117.000000,60900
2020-05-08,109.000000,134.000000,109.000000,109.000000,109.000000,4428100
2020-05-11,102.000000,114.000000,102.000000,102.000000,102.000000,1665600
2020-05-12,95.000000,105.000000,95.000000,96.000000,96.000000,3035300
2020-05-13,106.000000,129.000000,97.000000,129.000000,129.000000,19832000
2020-05-14,137.000000,174.000000,136.000000,174.000000,174.000000,12483900
2020-05-15,183.000000,234.000000,162.000000,162.000000,162.000000,45719500
2020-05-18,151.000000,151.000000,151.000000,151.000000,151.000000,232600
2020-05-19,141.000000,141.000000,141.000000,141.000000,141.000000,930800
2020-05-20,132.000000,132.000000,132.000000,132.000000,132.000000,2808500
2020-05-26,123.000000,123.000000,123.000000,123.000000,123.000000,698700
2020-05-27,123.000000,123.000000,115.000000,115.000000,115.000000,190700
2020-05-28,110.000000,150.000000,107.000000,108.000000,108.000000,28406500
2020-05-29,101.000000,111.000000,101.000000,103.000000,103.000000,11220400
2020-06-02,103.000000,110.000000,98.000000,104.000000,104.000000,13257600
2020-06-03,97.000000,105.000000,97.000000,102.000000,102.000000,7722400
2020-06-04,104.000000,107.000000,101.000000,102.000000,102.000000,5118400
2020-06-05,104.000000,137.000000,103.000000,137.000000,137.000000,65165900
2020-06-08,151.000000,174.000000,130.000000,142.000000,142.000000,81315300
2020-06-09,133.000000,146.000000,133.000000,136.000000,136.000000,10017900
2020-06-10,127.000000,140.000000,127.000000,127.000000,127.000000,6788000
2020-06-11,119.000000,170.000000,119.000000,147.000000,147.000000,173505000
2020-06-12,137.000000,146.000000,137.000000,137.000000,137.000000,5300000
2020-06-15,135.000000,135.000000,128.000000,128.000000,128.000000,3301000
2020-06-16,120.000000,137.000000,120.000000,125.000000,125.000000,44688900
2020-06-17,117.000000,146.000000,117.000000,137.000000,137.000000,92314000
2020-06-18,128.000000,139.000000,128.000000,128.000000,128.000000,49725200
2020-06-19,125.000000,128.000000,120.000000,120.000000,120.000000,30676100
2020-06-22,112.000000,128.000000,112.000000,121.000000,121.000000,30369700
2020-06-23,121.000000,124.000000,115.000000,115.000000,115.000000,31986000
2020-06-24,112.000000,119.000000,111.000000,115.000000,115.000000,29922100
2020-06-25,111.000000,123.000000,107.000000,113.000000,113.000000,64315700
2020-06-26,107.000000,118.000000,107.000000,112.000000,112.000000,30625800
2020-06-29,105.000000,118.000000,105.000000,112.000000,112.000000,76602500
2020-06-30,112.000000,116.000000,109.000000,112.000000,112.000000,71363000
2020-07-01,112.000000,115.000000,105.000000,107.000000,107.000000,47718200
2020-07-02,105.000000,109.000000,100.000000,105.000000,105.000000,67384200
2020-07-03,98.000000,107.000000,98.000000,102.000000,102.000000,66616900
2020-07-06,97.000000,102.000000,95.000000,98.000000,98.000000,87234200
2020-07-07,93.000000,99.000000,92.000000,95.000000,95.000000,81124100
2020-07-08,90.000000,112.000000,90.000000,101.000000,101.000000,91973600
2020-07-09,103.000000,105.000000,97.000000,99.000000,99.000000,69783000
2020-07-10,100.000000,101.000000,96.000000,98.000000,98.000000,32121000
2020-07-13,92.000000,98.000000,92.000000,96.000000,96.000000,11524300
2020-07-14,93.000000,102.000000,93.000000,98.000000,98.000000,27173200
2020-07-15,94.000000,101.000000,94.000000,95.000000,95.000000,18958500
2020-07-16,94.000000,98.000000,94.000000,96.000000,96.000000,8495900
2020-07-17,93.000000,98.000000,93.000000,95.000000,95.000000,7065900
2020-07-20,89.000000,96.000000,89.000000,92.000000,92.000000,10516100
2020-07-21,88.000000,94.000000,87.000000,88.000000,88.000000,76679000
2020-07-22,83.000000,89.000000,83.000000,84.000000,84.000000,20452900
2020-07-23,80.000000,92.000000,80.000000,87.000000,87.000000,32005200
2020-07-24,81.000000,89.000000,81.000000,85.000000,85.000000,7145200
2020-07-27,80.000000,87.000000,80.000000,81.000000,81.000000,9823600
2020-07-28,81.000000,82.000000,78.000000,80.000000,80.000000,10337500
2020-07-29,76.000000,85.000000,76.000000,80.000000,80.000000,8067500
2020-07-30,80.000000,81.000000,76.000000,77.000000,77.000000,7101000
2020-08-03,72.000000,80.000000,72.000000,72.000000,72.000000,9227200
2020-08-04,69.000000,73.000000,67.000000,67.000000,67.000000,11412900
2020-08-05,63.000000,66.000000,63.000000,63.000000,63.000000,13626800
2020-08-06,63.000000,83.000000,59.000000,69.000000,69.000000,90935300
2020-08-07,70.000000,78.000000,69.000000,73.000000,73.000000,19773900
